order_id,order_date,product_id,product_category,region,warehouse_id,stock_level,restock_lead_time,supplier_id,supplier_lead_time,demand_forecast,actual_demand,weather_impact,fuel_price,logistics_delay
ORD012995,2022-06-15,P184,Furniture,Europe,WH05,504.0,1,S001,16,704,873,Rainy,0.94,2
ORD012996,2023-01-29,P214,Groceries,Asia,WH05,514.0,4,S034,9,464,411,Snowy,1.1,9
ORD012997,2025-01-11,P397,Apparel,Africa,WH07,525.0,7,S037,7,100,59,Clear,1.36,3
ORD012998,2024-09-13,P179,Groceries,Europe,WH02,442.0,10,S007,18,138,-80,Rainy,1.01,5
ORD012999,2024-09-16,P059,Automobile,North America,WH12,718.0,1,S040,6,801,960,Clear,1.26,4
ORD013000,2022-06-17,P318,Apparel,Europe,WH14,355.0,10,S051,5,348,281,Clear,1.38,5
ORD013001,2024-10-28,P029,Electronics,Europe,WH14,116.0,11,S039,12,1005,1181,Clear,0.87,8
ORD013002,2022-05-24,P093,Electronics,North America,WH17,987.0,3,S048,24,246,89,Rainy,0.98,4
ORD013003,2024-01-07,P062,Groceries,South America,WH15,246.0,7,S055,29,297,332,Clear,1.05,8
ORD013004,2024-11-07,P135,Apparel,South America,WH19,336.0,8,S085,16,765,860,Clear,1.48,2
ORD013005,2023-10-22,P428,Furniture,Africa,WH02,385.0,11,S078,8,198,319,Stormy,0.83,4
ORD013006,2024-03-10,P134,Apparel,South America,WH04,874.0,2,S068,16,775,684,Clear,0.97,0
ORD013007,2023-03-17,P483,Groceries,Europe,WH05,680.0,7,S093,10,158,142,Clear,1.4,4
ORD013008,2022-05-04,P318,Groceries,Asia,WH19,504.0,5,S056,11,889,1067,Clear,1.28,1
ORD013009,2024-11-26,P229,Electronics,Africa,WH12,717.0,5,S073,24,266,191,Clear,0.87,5
ORD013010,2022-11-29,P068,Electronics,South America,WH12,948.0,1,S056,12,238,337,Clear,0.96,8
ORD013011,2022-08-19,P462,Automobile,North America,WH01,705.0,9,S062,13,1063,1090,Stormy,0.88,0
ORD013012,2022-06-21,P253,Groceries,South America,WH15,421.0,5,S004,15,713,701,Clear,1.05,6
ORD013013,2022-11-10,P454,Automobile,Europe,WH10,8.0,11,S002,11,176,340,Stormy,0.87,1
ORD013014,2022-10-02,P017,Automobile,Asia,WH05,504.0,6,S077,29,209,164,Stormy,0.86,9
ORD013015,2023-12-08,P433,Electronics,South America,WH01,564.0,12,S006,18,135,284,Stormy,1.06,5
ORD013016,2024-03-29,P152,Furniture,Asia,WH10,504.0,11,S082,14,1106,905,Clear,1.15,2
ORD013017,2023-07-17,P461,Electronics,North America,WH11,504.0,12,S062,20,166,190,Clear,1.1,6
ORD013018,2023-10-14,P248,Apparel,Europe,WH12,889.0,14,S008,12,303,246,Clear,1.12,1
ORD013019,2023-08-23,P396,Furniture,Europe,WH11,723.0,8,S043,9,915,960,Clear,1.37,1
ORD013020,2022-12-12,P313,Groceries,North America,WH04,884.0,3,S099,11,1041,1169,Clear,1.22,1
ORD013021,2024-05-08,P157,Furniture,South America,WH12,623.0,5,S060,5,615,585,Snowy,0.92,0
ORD013022,2023-06-10,P088,Groceries,Europe,WH09,306.0,1,S094,28,873,667,Snowy,1.22,5
ORD013023,2023-02-24,P318,Groceries,Asia,WH15,78.0,8,S061,7,292,361,Clear,1.05,1
ORD013024,2024-06-07,P098,Automobile,North America,WH07,373.0,8,S037,12,616,609,Clear,0.94,7
ORD013025,2023-05-02,P078,Apparel,Africa,WH01,504.0,4,S091,5,212,273,Clear,1.24,8
ORD013026,2023-05-19,P027,Electronics,Africa,WH13,504.0,13,S063,21,390,502,Clear,1.09,9
ORD013027,2023-03-28,P389,Automobile,South America,WH05,504.0,7,S046,7,279,251,Clear,1.17,2
ORD013028,2024-12-06,P296,Automobile,Asia,WH09,504.0,6,S011,7,1055,918,Clear,0.83,4
ORD013029,2024-08-25,P431,Apparel,North America,WH03,431.0,2,S066,18,951,1060,Clear,0.91,8
ORD013030,2023-05-16,P393,Electronics,South America,WH15,54.0,8,S071,19,633,707,Clear,1.15,5
ORD013031,2022-09-22,P400,Automobile,South America,WH09,428.0,10,S054,19,255,241,Clear,1.41,4
ORD013032,2022-04-24,P013,Furniture,North America,WH06,276.0,3,S084,14,1176,1003,Clear,1.1,5
ORD013033,2022-07-28,P438,Electronics,South America,WH14,71.0,12,S050,26,448,538,Clear,1.49,4
ORD013034,2022-06-28,P399,Apparel,South America,WH14,225.0,7,S051,27,379,517,Snowy,1.15,3
ORD013035,2023-08-15,P484,Furniture,Europe,WH15,820.0,3,S090,16,449,335,Rainy,0.84,1
ORD013036,2024-06-05,P153,Furniture,Africa,WH17,458.0,10,S026,19,439,452,Clear,1.2,7
ORD013037,2022-07-18,P400,Automobile,Asia,WH08,486.0,6,S034,6,648,580,Stormy,1.28,6
ORD013038,2023-04-18,P044,Apparel,Africa,WH07,343.0,3,S068,29,131,194,Clear,1.41,2
ORD013039,2022-06-01,P372,Apparel,North America,WH17,289.0,14,S056,15,1123,1260,Stormy,1.18,4
ORD013040,2023-04-07,P374,Automobile,Africa,WH16,50.0,3,S056,20,620,545,Clear,1.03,4
ORD013041,2022-05-27,P492,Electronics,Africa,WH03,660.0,7,S061,5,484,381,Snowy,0.89,7
ORD013042,2025-01-06,P095,Groceries,Africa,WH18,589.0,13,S098,16,630,447,Clear,1.16,1
ORD013043,2022-06-04,P047,Automobile,Europe,WH19,271.0,14,S066,25,154,92,Clear,1.05,8
ORD013044,2024-04-28,P485,Furniture,Africa,WH19,882.0,8,S028,12,470,389,Clear,1.19,7
ORD013045,2024-11-29,P417,Groceries,Africa,WH10,912.0,9,S056,17,556,756,Clear,0.88,6
ORD013046,2022-12-17,P084,Electronics,Africa,WH14,603.0,2,S089,27,337,172,Snowy,1.35,8
ORD013047,2024-07-01,P154,Electronics,North America,WH14,252.0,1,S034,10,897,940,Clear,1.42,4
ORD013048,2022-10-24,P483,Electronics,Asia,WH08,998.0,13,S088,26,677,816,Clear,1.03,5
ORD013049,2025-03-10,P296,Groceries,Africa,WH13,504.0,7,S011,25,426,527,Rainy,1.12,2
ORD013050,2023-11-10,P327,Automobile,Europe,WH07,504.0,14,S035,22,154,148,Clear,1.2,5
ORD013051,2022-04-02,P429,Apparel,North America,WH11,670.0,11,S026,6,1172,1218,Clear,1.11,5
ORD013052,2023-12-14,P106,Automobile,South America,WH05,504.0,3,S099,23,424,266,Clear,1.17,1
ORD013053,2022-06-19,P095,Automobile,South America,WH17,504.0,10,S098,26,298,422,Clear,1.06,8
ORD013054,2025-02-22,P209,Groceries,Europe,WH19,849.0,2,S026,17,309,317,Clear,0.85,0
ORD013055,2022-09-05,P171,Furniture,North America,WH04,854.0,1,S042,14,1051,1047,Clear,1.31,4
ORD013056,2023-02-25,P456,Groceries,South America,WH10,239.0,8,S059,13,320,140,Clear,1.01,1
ORD013057,2022-03-15,P279,Furniture,Asia,WH04,596.0,14,S088,23,1042,1197,Clear,0.85,4
ORD013058,2022-05-16,P303,Groceries,North America,WH15,994.0,7,S090,8,884,742,Clear,0.82,4
ORD013059,2022-10-26,P300,Furniture,Africa,WH06,91.0,3,S094,5,390,401,Clear,1.0,6
ORD013060,2023-05-11,P338,Apparel,Asia,WH17,79.0,5,S088,15,497,347,Rainy,1.48,9
ORD013061,2025-01-20,P170,Apparel,Asia,WH12,504.0,6,S024,6,1045,949,Clear,1.01,0
ORD013062,2022-04-14,P268,Electronics,Asia,WH06,504.0,13,S059,7,621,648,Clear,1.29,0
ORD013063,2024-07-06,P350,Electronics,Europe,WH18,138.0,2,S085,5,150,104,Clear,1.2,5
ORD013064,2023-12-07,P164,Furniture,Europe,WH01,635.0,10,S094,12,628,728,Clear,1.24,2
ORD013065,2022-04-07,P079,Automobile,South America,WH14,742.0,8,S030,27,356,350,Clear,1.09,8
ORD013066,2024-06-28,P466,Electronics,South America,WH04,156.0,9,S022,13,409,298,Rainy,0.8,8
ORD013067,2024-11-21,P473,Groceries,South America,WH13,464.0,2,S072,15,579,384,Clear,0.97,4
ORD013068,2022-08-22,P397,Apparel,Europe,WH16,967.0,9,S048,20,1089,1215,Clear,1.12,3
ORD013069,2022-07-06,P216,Electronics,North America,WH10,504.0,6,S065,7,130,266,Clear,1.08,8
ORD013070,2023-07-31,P081,Electronics,Africa,WH03,406.0,7,S066,17,688,538,Rainy,1.02,5
ORD013071,2024-10-24,P449,Electronics,Africa,WH10,261.0,7,S044,22,478,606,Clear,1.28,5
ORD013072,2023-03-06,P120,Groceries,North America,WH17,714.0,4,S045,5,561,746,Rainy,0.9,7
ORD013073,2022-08-30,P101,Groceries,Europe,WH15,430.0,2,S069,13,1079,1170,Clear,1.11,6
ORD013074,2024-11-07,P369,Electronics,Africa,WH06,406.0,9,S005,9,319,331,Snowy,1.08,7
ORD013075,2022-11-11,P283,Automobile,Asia,WH05,978.0,3,S078,11,708,745,Stormy,1.36,1
ORD013076,2022-07-31,P148,Automobile,Asia,WH18,980.0,6,S019,14,1144,886,Clear,0.83,8
ORD013077,2022-06-19,P018,Groceries,South America,WH05,866.0,4,S002,16,324,412,Rainy,1.15,5
ORD013078,2022-08-08,P320,Groceries,South America,WH05,585.0,9,S059,12,615,634,Rainy,1.43,9
ORD013079,2025-02-27,P253,Apparel,Asia,WH05,504.0,5,S051,28,756,792,Rainy,0.85,4
ORD013080,2025-02-12,P265,Automobile,North America,WH04,179.0,12,S037,12,288,434,Rainy,1.02,1
ORD013081,2024-07-27,P202,Electronics,Asia,WH17,905.0,5,S072,26,934,950,Rainy,0.99,3
ORD013082,2023-09-08,P118,Furniture,North America,WH09,620.0,14,S023,16,152,319,Stormy,1.47,2
ORD013083,2024-02-04,P123,Apparel,Asia,WH12,149.0,11,S037,26,213,293,Clear,1.29,7
ORD013084,2025-01-03,P025,Apparel,North America,WH16,167.0,7,S077,15,308,231,Clear,1.01,0
ORD013085,2024-09-03,P369,Electronics,Europe,WH15,91.0,3,S006,8,281,415,Clear,0.83,9
ORD013086,2024-03-13,P385,Electronics,Europe,WH02,141.0,11,S023,23,601,641,Clear,0.93,2
ORD013087,2023-02-08,P059,Groceries,Europe,WH09,947.0,3,S079,21,146,308,Rainy,1.5,2
ORD013088,2023-11-21,P420,Automobile,Europe,WH02,640.0,12,S011,11,298,464,Clear,0.94,4
ORD013089,2023-04-22,P274,Groceries,North America,WH10,501.0,3,S090,14,1036,894,Snowy,0.95,5
ORD013090,2023-08-04,P047,Automobile,Asia,WH10,902.0,4,S082,9,877,920,Clear,1.05,7
ORD013091,2025-01-16,P335,Automobile,North America,WH08,310.0,4,S002,23,627,758,Clear,1.13,9
ORD013092,2022-10-26,P417,Furniture,Europe,WH12,628.0,5,S043,14,147,227,Rainy,1.2,6
ORD013093,2024-11-22,P022,Apparel,Africa,WH11,893.0,10,S028,20,423,570,Rainy,1.19,6
ORD013094,2024-07-26,P344,Furniture,South America,WH06,504.0,2,S031,24,188,286,Clear,1.27,3
ORD013095,2024-03-28,P321,Electronics,North America,WH09,787.0,9,S045,7,732,778,Rainy,1.32,7
ORD013096,2023-07-20,P139,Furniture,Europe,WH03,756.0,9,S067,16,361,309,Stormy,1.32,7
ORD013097,2023-01-27,P107,Furniture,Africa,WH07,819.0,6,S092,13,95,292,Rainy,0.92,0
ORD013098,2024-04-25,P410,Apparel,South America,WH08,504.0,7,S070,17,796,877,Snowy,1.26,5
ORD013099,2023-06-09,P346,Furniture,North America,WH12,504.0,2,S073,9,852,840,Clear,0.91,6
ORD013100,2024-10-13,P198,Apparel,South America,WH05,771.0,5,S067,15,730,625,Rainy,1.17,2
ORD013101,2024-07-09,P481,Apparel,Asia,WH14,830.0,10,S005,8,1228,1107,Clear,1.31,7
ORD013102,2024-12-25,P447,Apparel,South America,WH17,504.0,4,S058,21,642,502,Clear,0.8,9
ORD013103,2024-08-14,P462,Apparel,North America,WH17,504.0,6,S025,10,447,533,Rainy,1.2,2
ORD013104,2023-05-07,P216,Furniture,Africa,WH05,562.0,2,S047,13,419,627,Clear,1.15,9
ORD013105,2024-07-26,P294,Groceries,South America,WH11,504.0,1,S056,25,762,632,Rainy,1.05,0
ORD013106,2024-05-11,P382,Groceries,South America,WH01,179.0,14,S051,14,871,780,Clear,1.02,7
ORD013107,2023-07-22,P049,Electronics,North America,WH19,362.0,12,S037,20,928,1020,Clear,1.09,0
ORD013108,2025-02-09,P105,Apparel,Asia,WH09,280.0,6,S009,11,882,1031,Stormy,1.27,6
ORD013109,2022-08-23,P145,Groceries,South America,WH10,771.0,5,S069,10,387,518,Clear,1.31,0
ORD013110,2022-07-13,P057,Electronics,Asia,WH17,844.0,14,S036,6,1002,1208,Rainy,1.02,4
ORD013111,2023-04-17,P014,Furniture,Africa,WH15,363.0,12,S057,6,282,159,Clear,0.92,4
ORD013112,2024-03-11,P339,Electronics,Africa,WH10,960.0,3,S003,26,261,236,Stormy,1.15,4
ORD013113,2023-09-26,P008,Groceries,Europe,WH01,600.0,8,S002,14,882,890,Stormy,1.49,3
ORD013114,2023-11-08,P184,Electronics,Asia,WH14,993.0,2,S097,11,989,815,Clear,1.36,0
ORD013115,2023-09-05,P023,Electronics,Asia,WH14,638.0,4,S018,16,620,572,Rainy,1.47,4
ORD013116,2023-03-05,P044,Electronics,South America,WH17,240.0,12,S074,6,395,348,Clear,1.39,2
ORD013117,2024-01-03,P066,Groceries,North America,WH14,99.0,10,S066,22,130,233,Rainy,0.93,9
ORD013118,2023-05-20,P259,Apparel,North America,WH04,640.0,13,S004,12,961,838,Clear,1.47,2
ORD013119,2025-03-07,P437,Furniture,Africa,WH02,717.0,14,S067,13,188,-26,Stormy,1.26,3
ORD013120,2023-09-28,P397,Apparel,Asia,WH16,469.0,7,S074,12,1029,1059,Clear,0.85,4
ORD013121,2024-06-08,P069,Automobile,Africa,WH19,373.0,1,S073,17,256,81,Snowy,1.16,2
ORD013122,2024-02-23,P082,Apparel,Asia,WH01,807.0,5,S099,23,614,832,Rainy,1.4,7
ORD013123,2022-03-26,P001,Furniture,Asia,WH12,224.0,4,S076,14,952,990,Stormy,0.96,0
ORD013124,2022-11-08,P485,Electronics,Africa,WH10,556.0,1,S093,27,165,105,Snowy,1.23,6
ORD013125,2023-06-10,P277,Apparel,Asia,WH10,905.0,14,S004,9,1015,947,Rainy,1.01,0
ORD013126,2023-04-01,P492,Groceries,South America,WH12,56.0,11,S069,21,763,708,Clear,0.87,5
ORD013127,2024-05-04,P083,Automobile,Asia,WH03,439.0,4,S079,25,205,337,Rainy,1.04,3
ORD013128,2022-05-01,P312,Electronics,Europe,WH13,963.0,5,S058,15,986,1024,Rainy,1.3,0
ORD013129,2023-01-25,P102,Electronics,Asia,WH15,504.0,5,S070,13,941,959,Clear,1.3,0
ORD013130,2022-10-09,P226,Electronics,North America,WH02,504.0,7,S089,13,224,129,Clear,0.9,5
ORD013131,2023-10-12,P386,Apparel,Europe,WH03,770.0,9,S085,20,397,507,Rainy,1.33,1
ORD013132,2023-01-23,P468,Groceries,South America,WH14,36.0,1,S063,11,473,372,Stormy,0.81,1
ORD013133,2024-04-06,P287,Furniture,Asia,WH15,642.0,4,S071,21,248,465,Snowy,1.27,1
ORD013134,2025-02-06,P141,Automobile,Africa,WH01,748.0,5,S042,12,147,233,Snowy,1.3,5
ORD013135,2024-09-14,P014,Groceries,Africa,WH03,504.0,9,S023,22,441,466,Clear,0.94,0
ORD013136,2024-04-07,P486,Apparel,Europe,WH08,812.0,14,S093,24,338,272,Clear,1.34,5
ORD013137,2023-09-19,P332,Automobile,South America,WH12,504.0,8,S033,5,314,287,Clear,1.38,4
ORD013138,2023-04-21,P441,Groceries,Asia,WH13,264.0,1,S050,20,1232,1184,Clear,1.12,2
ORD013139,2022-04-22,P269,Furniture,South America,WH16,459.0,5,S050,15,870,876,Clear,1.34,0
ORD013140,2023-10-16,P344,Furniture,North America,WH09,504.0,9,S094,12,706,523,Clear,1.29,1
ORD013141,2022-09-10,P488,Electronics,Europe,WH11,824.0,13,S031,29,991,1048,Rainy,1.37,0
ORD013142,2022-03-26,P351,Electronics,North America,WH09,44.0,3,S006,10,166,271,Rainy,0.82,6
ORD013143,2024-10-12,P142,Furniture,Europe,WH12,504.0,1,S034,26,228,242,Rainy,1.01,8
ORD013144,2023-09-13,P370,Electronics,Africa,WH17,967.0,9,S030,19,676,583,Clear,1.03,7
ORD013145,2022-05-16,P094,Electronics,South America,WH16,155.0,9,S073,18,471,632,Clear,1.02,5
ORD013146,2024-07-05,P411,Furniture,South America,WH08,212.0,14,S077,27,765,900,Clear,0.93,9
ORD013147,2024-12-17,P100,Automobile,South America,WH14,504.0,1,S088,28,884,1114,Clear,1.2,3
ORD013148,2022-04-17,P070,Furniture,North America,WH15,873.0,1,S066,11,1086,892,Clear,1.24,1
ORD013149,2024-04-04,P126,Electronics,Asia,WH08,723.0,1,S053,18,400,313,Stormy,1.25,1
ORD013150,2022-05-02,P374,Automobile,Asia,WH15,190.0,6,S089,19,665,764,Clear,1.43,6
ORD013151,2024-01-01,P383,Electronics,North America,WH14,410.0,8,S003,17,745,613,Clear,1.35,8
ORD013152,2024-02-13,P188,Apparel,Africa,WH11,439.0,4,S028,27,316,397,Clear,0.85,4
ORD013153,2025-02-27,P070,Electronics,Asia,WH02,676.0,10,S010,21,200,94,Clear,1.44,1
ORD013154,2022-07-01,P399,Groceries,Africa,WH16,902.0,2,S032,5,598,795,Snowy,1.32,0
ORD013155,2024-11-23,P312,Groceries,South America,WH19,82.0,3,S049,24,606,438,Clear,1.29,3
ORD013156,2022-04-07,P344,Electronics,North America,WH03,781.0,6,S058,8,597,781,Clear,1.48,9
ORD013157,2022-10-21,P446,Electronics,South America,WH08,731.0,6,S021,15,307,139,Rainy,1.19,6
ORD013158,2023-01-23,P269,Apparel,South America,WH18,848.0,1,S021,20,879,931,Clear,0.89,7
ORD013159,2023-01-02,P135,Automobile,Africa,WH17,279.0,5,S069,12,609,565,Clear,1.05,7
ORD013160,2025-01-11,P109,Automobile,Asia,WH04,504.0,14,S057,15,651,535,Clear,0.94,3
ORD013161,2024-12-28,P149,Apparel,North America,WH10,947.0,14,S051,18,168,240,Clear,0.87,2
ORD013162,2024-12-26,P102,Furniture,North America,WH12,949.0,14,S005,25,675,611,Rainy,0.86,2
ORD013163,2023-12-12,P358,Electronics,Europe,WH01,447.0,3,S081,9,161,42,Clear,1.28,3
ORD013164,2022-12-06,P142,Electronics,Asia,WH03,274.0,13,S064,12,894,806,Clear,1.24,9
ORD013165,2022-06-10,P259,Groceries,South America,WH09,754.0,1,S070,13,262,314,Clear,1.33,6
ORD013166,2023-06-12,P319,Groceries,Asia,WH07,978.0,2,S009,29,741,769,Clear,0.9,1
ORD013167,2024-04-09,P171,Furniture,Africa,WH12,127.0,9,S085,23,674,738,Snowy,1.3,5
ORD013168,2023-05-19,P365,Automobile,North America,WH14,575.0,11,S089,19,943,1029,Snowy,1.36,3
ORD013169,2024-09-10,P227,Automobile,South America,WH06,724.0,4,S061,28,336,215,Snowy,1.28,9
ORD013170,2022-11-11,P012,Automobile,Asia,WH16,390.0,13,S043,26,1025,1126,Clear,1.3,0
ORD013171,2024-02-14,P055,Electronics,Asia,WH15,218.0,10,S084,16,890,739,Snowy,1.05,5
ORD013172,2024-09-01,P469,Groceries,Africa,WH03,368.0,6,S056,17,311,403,Rainy,1.49,7
ORD013173,2024-03-24,P443,Electronics,Africa,WH10,169.0,13,S067,7,601,633,Clear,0.93,2
ORD013174,2022-05-19,P246,Furniture,South America,WH11,604.0,10,S022,14,589,621,Rainy,0.83,2
ORD013175,2024-11-10,P374,Apparel,South America,WH05,714.0,10,S040,10,742,671,Clear,1.08,0
ORD013176,2023-03-27,P404,Apparel,Europe,WH09,709.0,3,S077,12,733,847,Clear,1.01,0
ORD013177,2023-04-06,P380,Automobile,North America,WH16,14.0,4,S008,21,328,329,Clear,1.23,5
ORD013178,2024-05-03,P091,Groceries,Europe,WH13,687.0,2,S063,28,399,311,Snowy,1.16,9
ORD013179,2022-10-09,P325,Furniture,Europe,WH06,521.0,1,S016,10,616,631,Clear,0.83,1
ORD013180,2022-03-30,P429,Electronics,Asia,WH13,504.0,11,S077,10,1186,1334,Clear,1.2,7
ORD013181,2024-11-24,P311,Furniture,Asia,WH09,25.0,14,S088,20,198,338,Clear,1.2,4
ORD013182,2023-03-16,P187,Furniture,South America,WH11,504.0,6,S009,9,322,315,Clear,0.85,9
ORD013183,2024-05-02,P331,Furniture,Asia,WH10,765.0,14,S079,29,977,1026,Clear,1.25,9
ORD013184,2023-05-28,P497,Groceries,Asia,WH08,774.0,6,S038,12,434,585,Clear,1.11,3
ORD013185,2024-02-02,P316,Furniture,North America,WH04,172.0,4,S065,21,1036,1126,Clear,1.32,8
ORD013186,2025-02-06,P189,Apparel,Asia,WH13,759.0,5,S099,25,1292,1463,Rainy,1.31,3
ORD013187,2024-07-08,P298,Automobile,Africa,WH07,504.0,2,S080,26,98,252,Clear,0.98,5
ORD013188,2023-05-10,P172,Furniture,South America,WH14,488.0,12,S048,27,895,935,Clear,1.07,4
ORD013189,2023-11-12,P390,Electronics,North America,WH12,424.0,6,S014,20,757,770,Stormy,1.27,1
ORD013190,2022-04-03,P069,Apparel,Europe,WH05,207.0,6,S046,19,202,49,Clear,1.29,8
ORD013191,2024-01-19,P278,Furniture,Africa,WH06,51.0,13,S086,23,364,315,Snowy,1.2,1
ORD013192,2023-03-31,P321,Groceries,Africa,WH12,534.0,13,S058,14,141,239,Clear,1.4,2
ORD013193,2023-11-13,P084,Furniture,Europe,WH15,656.0,12,S007,8,468,545,Clear,1.45,0
ORD013194,2022-08-04,P088,Automobile,Africa,WH06,922.0,7,S026,26,266,216,Clear,0.87,6
ORD013195,2022-05-15,P148,Apparel,Asia,WH13,465.0,6,S064,11,1131,1075,Clear,1.07,2
ORD013196,2022-11-07,P254,Automobile,South America,WH17,551.0,12,S008,13,548,333,Rainy,0.99,3
ORD013197,2024-09-26,P303,Automobile,Africa,WH08,111.0,9,S032,18,526,621,Clear,0.98,4
ORD013198,2023-02-19,P432,Groceries,Europe,WH12,442.0,8,S001,21,228,55,Stormy,1.0,5
ORD013199,2023-06-12,P221,Furniture,North America,WH05,61.0,8,S047,21,818,701,Clear,1.47,4
ORD013200,2022-12-21,P234,Automobile,Asia,WH04,225.0,7,S041,18,624,405,Clear,1.15,5
ORD013201,2024-08-16,P024,Apparel,Asia,WH07,486.0,11,S019,8,250,240,Rainy,1.41,1
ORD013202,2025-01-02,P251,Furniture,Asia,WH01,504.0,3,S033,13,374,544,Clear,1.32,8
ORD013203,2024-03-06,P328,Automobile,Africa,WH17,145.0,1,S063,26,536,562,Rainy,1.1,5
ORD013204,2022-06-09,P098,Electronics,Europe,WH12,415.0,1,S011,27,969,1015,Clear,1.11,9
ORD013205,2024-01-08,P214,Electronics,North America,WH05,190.0,9,S048,7,950,954,Clear,0.88,9
ORD013206,2024-07-23,P295,Electronics,North America,WH08,576.0,2,S020,25,434,277,Snowy,1.12,9
ORD013207,2022-05-14,P311,Automobile,Asia,WH12,504.0,2,S005,8,780,637,Clear,1.39,4
ORD013208,2024-05-19,P225,Groceries,Asia,WH13,693.0,6,S077,17,845,1036,Snowy,1.16,8
ORD013209,2022-06-17,P372,Automobile,Africa,WH12,553.0,10,S022,10,344,495,Stormy,1.25,5
ORD013210,2024-05-08,P478,Apparel,North America,WH15,501.0,5,S093,9,800,1032,Clear,1.05,1
ORD013211,2024-10-30,P183,Electronics,South America,WH14,619.0,1,S083,20,290,200,Clear,1.23,5
ORD013212,2023-01-05,P198,Automobile,Europe,WH08,504.0,12,S006,29,215,182,Clear,1.01,7
ORD013213,2024-02-06,P447,Electronics,North America,WH10,844.0,13,S028,23,612,600,Rainy,1.17,9
ORD013214,2023-04-17,P333,Apparel,Europe,WH09,921.0,12,S008,13,859,691,Stormy,1.37,3
ORD013215,2024-10-15,P108,Groceries,South America,WH06,132.0,12,S086,20,597,654,Snowy,1.44,4
ORD013216,2023-08-30,P403,Groceries,North America,WH08,504.0,4,S009,9,964,1003,Rainy,0.87,3
ORD013217,2023-04-20,P314,Groceries,Europe,WH13,296.0,8,S099,27,656,831,Snowy,0.81,7
ORD013218,2022-07-22,P410,Electronics,Asia,WH08,504.0,9,S055,28,449,309,Snowy,0.87,8
ORD013219,2022-12-31,P209,Automobile,North America,WH19,169.0,6,S070,20,1117,1153,Snowy,1.29,5
ORD013220,2022-12-15,P357,Furniture,South America,WH02,52.0,13,S044,26,120,162,Clear,1.29,8
ORD013221,2024-09-11,P091,Apparel,Europe,WH07,688.0,12,S022,15,294,372,Clear,1.16,6
ORD013222,2024-09-25,P344,Electronics,North America,WH18,504.0,1,S074,23,318,181,Clear,1.02,4
ORD013223,2022-05-08,P175,Apparel,South America,WH19,334.0,5,S062,20,855,677,Rainy,1.4,4
ORD013224,2024-03-22,P142,Electronics,Asia,WH16,702.0,6,S007,18,633,754,Clear,0.83,4
ORD013225,2025-01-27,P131,Groceries,Africa,WH10,865.0,10,S012,5,615,528,Clear,1.31,6
ORD013226,2024-04-17,P453,Apparel,Asia,WH09,661.0,5,S054,10,698,618,Clear,0.83,8
ORD013227,2023-12-16,P127,Furniture,North America,WH12,522.0,2,S028,12,447,557,Rainy,1.47,6
ORD013228,2024-03-07,P249,Groceries,North America,WH16,282.0,11,S087,13,933,1131,Clear,1.13,3
ORD013229,2024-05-24,P398,Groceries,Africa,WH10,426.0,1,S037,12,182,296,Rainy,1.26,9
ORD013230,2024-03-21,P264,Furniture,Africa,WH12,335.0,1,S038,29,672,624,Clear,1.18,7
ORD013231,2024-04-10,P491,Furniture,Europe,WH17,983.0,9,S052,25,742,830,Stormy,1.16,2
ORD013232,2023-10-02,P217,Groceries,Africa,WH09,800.0,1,S078,13,622,592,Clear,1.44,4
ORD013233,2023-02-17,P015,Furniture,Africa,WH16,504.0,10,S089,28,282,297,Stormy,1.4,3
ORD013234,2022-08-14,P173,Groceries,Africa,WH03,59.0,9,S060,12,361,224,Rainy,0.83,6
ORD013235,2024-12-12,P229,Automobile,Asia,WH19,586.0,12,S089,24,172,318,Rainy,0.85,2
ORD013236,2023-05-15,P173,Electronics,Europe,WH04,504.0,11,S098,29,728,852,Rainy,1.02,4
ORD013237,2024-12-11,P259,Automobile,Africa,WH11,108.0,10,S054,17,275,192,Stormy,1.28,2
ORD013238,2022-10-04,P365,Electronics,Europe,WH07,94.0,12,S024,9,662,787,Rainy,1.04,1
ORD013239,2023-02-02,P395,Electronics,Africa,WH15,229.0,6,S003,18,371,385,Rainy,0.84,2
ORD013240,2024-10-19,P009,Automobile,Europe,WH09,607.0,11,S019,22,475,609,Clear,0.84,9
ORD013241,2024-10-20,P260,Electronics,Europe,WH10,504.0,2,S093,25,920,753,Clear,0.84,8
ORD013242,2024-10-08,P113,Electronics,Africa,WH06,653.0,14,S016,20,402,447,Clear,1.04,9
ORD013243,2024-10-26,P207,Groceries,Africa,WH17,570.0,14,S075,23,163,69,Rainy,1.19,8
ORD013244,2024-08-24,P475,Electronics,Europe,WH03,297.0,3,S015,10,592,750,Clear,0.9,7
ORD013245,2023-05-23,P479,Furniture,North America,WH10,518.0,13,S092,28,949,946,Clear,1.37,3
ORD013246,2023-03-20,P178,Electronics,Europe,WH17,679.0,12,S053,17,174,6,Clear,0.84,4
ORD013247,2024-10-02,P336,Apparel,Asia,WH18,201.0,11,S010,22,198,302,Clear,1.28,0
ORD013248,2022-11-18,P224,Groceries,South America,WH13,856.0,7,S032,8,463,287,Clear,0.99,2
ORD013249,2024-08-21,P482,Groceries,Europe,WH13,504.0,4,S073,21,585,466,Clear,0.96,4
ORD013250,2022-09-11,P134,Electronics,Europe,WH01,656.0,1,S058,22,567,347,Snowy,1.23,6
